rating,sentiment,cleaned_comment,comment
5,1,عالی عالی عالی,عالی عالی عالی
4,1,خوبه بد نیست,خوبه بد نیست
5,1,خیلی خوبه,خیلی خوبه
5,1,فوق العاده‌بود راضی,فوق العاده بود من راضیم
5,1,خواهر شارژرش خراب همین کابلو توبیرون توشهرما شاید 4برابر میفروشن نگران‌بودم خراب باشه یا ب نخوره اما صداقت فروشنده متحیر کرد معمولا چیز برقی توخریدای اینترنتی همیشه برا مشتری خراب ارسال میشه ولی کار کرد میگ دمتون گرم بالاخره شارژر خودم دست خلاص شد اونم کلا راضی جنس ^_^,خواهرم شارژرش خراب شده بود ،همین کابلو توبیرون توشهرما شاید ۴برابر میفروشن،همش نگران بودم خراب باشه یا ب گوشیش نخوره اما صداقت فروشنده متحیرم کرد،معمولا چیزای برقی توخریدای اینترنتی همیشه برا مشتری، خراب ارسال میشه ولی این کار کرد و میگم دمتون گرم. بالاخره شارژر خودم از دستش خلاص شد و اونم کلا راضی از این جنس ^_^
5,1,کیفیت خوبی داره شیائومی نو 9اس تست دقیقا اندازه اصلی یعنی جریان 3 آمپر پشتیبانی میکنه قیمت بسیاز مناسب داره ممنون,کیفیت خوبی داره برای شیائومی نوت 9اس گرفتم و تست کردم دقیقا به اندازه کابل اصلی یعنی جریان 3 آمپر از فست شارژ پشتیبانی میکنه و قیمت بسیاز مناسبی هم داره ممنون
1,0,فکر کل شارژر اصلی خراب کرد کلا دوروز اول خوب کار کرد,فکر کنم کلگی شارژر اصلیم رو هم خراب کرد کلا دوروز اول خوب کار کرد.
4,1,خوبه ارزان‌بود ولی کار کرد .. گران همین سفارش کار,خوبه ارزان بود ولی کار کرد..گران‌تر گرفتم با همین سفارش کار نکرد
4,1,بد نیست قبلا یکی زود خراب شد شاید بخاطر استفاده بد بوده,بد نیست قبلا یکی خریده بودم زود خراب شد شاید بخاطر استفاده بد بوده
5,1,توجه قیمت خوبه,با توجه به قیمتش خوبه
5,1,سلام درود سامسونگ s10 plus استفاده حتی انر مجیک 5 لای استفاده 40 وات پشتیبانی کرد خیلی خوشحال جنس بدنشم مثل معمولی پلاستیک چنگ دل نمیزنه ولی کل خوبه سامسونگ انر هیج مشکل اروری ندادن 5 تیر سفارش الا استفاده راضی امیدوار راضی باشید مچکرم وقت لایک یادتون,"سلام و درود
 از این کابل برای سامسونگ s10 plus استفاده کردم 
حتی برای انر مجیک ۵ لایت هم استفاده کردم تا ۴۰ وات پشتیبانی کرد و خیلی خوشحال شدم 
جنس بدنشم مثل کابل های معمولی پلاستیک و چنگی به دل نمیزنه ولی در کل خوبه 
با سامسونگ و انر هیج مشکلی نداشت و اروری هم ندادن و ۵ تیر سفارش دادم و تا الات دارم استفاده میکنم و راضیم 
امیدوارم شمام بخرید و راضی باشید 
مچکرم که وقت گذاشتید لایک یادتون نره👍"
5,1,سلام درود سامسونگ s10 plus استفاده حتی انر مجیک 5 لای استفاده 40 وات پشتیبانی کرد خیلی خوشحال جنس بدنشم مثل معمولی پلاستیک چنگ دل نمیزنه ولی کل خوبه سامسونگ انر هیج مشکل اروری ندادن 5 تیر سفارش الا استفاده راضی خلاصه جنسشون خوبه امیدوار راضی باشید مچکرم وقت لایک یادتون,"سلام و درود
 از این کابل برای سامسونگ s10 plus استفاده کردم 
حتی برای انر مجیک ۵ لایت هم استفاده کردم تا ۴۰ وات پشتیبانی کرد و خیلی خوشحال شدم 
جنس بدنشم مثل کابل های معمولی پلاستیک و چنگی به دل نمیزنه ولی در کل خوبه 
با سامسونگ و انر هیج مشکلی نداشت و اروری هم ندادن و ۵ تیر سفارش دادم و تا الات دارم استفاده میکنم و راضیم 
خلاصه که جنسشون خوبه 
امیدوارم شمام بخرید و راضی باشید 
مچکرم که وقت گذاشتید لایک یادتون نره👍"
2,0,2 مشکل کار نمیکردن حتی قبل ارسال تست ساده انجام‌نشده‌بود,"هر ۲ تا کابل مشکل داشت و کار نمیکردن 
حتی قبل از ارسال یه تست ساده انجام نشده بود"
1,0,محض اتصال اداپتور سالم داغ میکنه خراب میکنه,به محض اتصال اداپتور سالم رو هم داغ میکنه خراب میکنه
4,1,سریع میکنه اما بعضی وقت وقتی وصل صدا نمیده حالت اینکه علامت شدن نشون میده نمیکنه بعضی وقت اول قطع وصل میشه مطمئن نیست مشکل باشه نباشه,"سریع شارژ میکنه، اما بعضی وقتها وقتی به گوشی وصل میکنم صدا نمیده، در اون حالت با اینکه علامت شارژ شدن نشون میده شارژ نمیکنه. بعضی وقتها هم اولش قطع و وصل میشه.
مطمئن نیستم که مشکل از کابل باشه و از گوشیم نباشه."
1,0,دو تاکابل 120 سانتی سفارش 90 سانتی فرستادن یکماه استفاده دیگه نمیکنه,دو تاکابل ۱۲۰ سانتی سفارش دادم  ۹۰ سانتی فرستادن بعد از یکماه استفاده دیگه گوشی رو شارژ نمیکنه
4,1,خوبه بد نیست,"خوبه 
بد نیست"
5,1,عجیبه همچین قیمتی البته قیمت واقعی کمتره ولی باز جنس چینی چیز بعید نیست خیلی محکم ساخته‌شده‌و سیم کلفته ولی تازه دست رسیده سالمه هیچ مشکل فعلا نداره چی میشه خیلی روش استفاده مهمه ممکنه 5 سال کار کنه نباید زیاد جنس کم قیمت برخورد فیزیکی کرد زیاد احتمال اتصالی زیاد داره,"عجیبه همچین قیمتی، البته قیمت واقعیش از این کمتره، ولی باز از جنس چینی چیزی بعید نیست، خیلی محکم ساخته شده و سیم کلفته. ولی تازه دستم رسیده و سالمه هیچ مشکلی فعلا نداره، تا ببینیم چی میشه.
خیلی روش استفاده ازش مهمه. برای من ممکنه ۵ سال کار کنه. نباید زیاد این جنسای کم قیمت رو باهاش برخورد فیزیکی کرد زیاد. احتمال اتصالی زیاد داره."
4,1,سلام دوست عزیز نظر سری A سامسونگ بسیار مناسب نمیتونم نظری درباره شارژدهی شیائومی بد ولی تازه سفارش اومده نمیتونم عمر چقدره,"سلام دوستان عزیز این کابل شارژ از نظر من برای سری گوشی های A سامسونگ بسیار مناسب میباشد 
نمیتونم نظری درباره شارژدهی شیائومی با این کابل بدم
ولی تازه سفارشم اومده نمیتونم بگم عمرش چقدره"
5,1,عالیه عمر خوبی داره,عالیه و عمر خوبی داره
5,1,روی میان رده شیائومی کمال ناباوری حالت توربو فعال شد مثل فابریک کرد !!! تایپ سی بیرون 180 یا 200 ت ولی اصلا توربو فعال نمیشه منتهی قیمت واقعا مفت کیفیت عالیه اصن 2تا 2تا فروشنده جدا ( پخش کویر شمیران فون ) خرید هردو یکی‌بود دو سالم پشتیبانی,روی گوشی میان رده شیائومی در کمال ناباوری حالت توربو شارژ فعال شد و مثل کابل فابریک شارژ کرد !!! کابل تایپ سی از بیرون گرفته بودم ۱۸۰ یا ۲۰۰ ت ولی اصلا توربو شارژ فعال نمیشه ، منتهی این کابل دیجی با این قیمت واقعا مفت و با کیفیت عالیه اصن بگیرید ، من ۲تا از ۲تا فروشنده جدا ( پخش کویری و شمیران فون ) خرید کردم هردو یکی بود و هر دو سالم و فست شارژ پشتیبانی میکرد
4,1,خوب‌بود کار,خوب بود، کار میکرد
5,1,خوب,خوب بود
5,1,جنس ضعیفه ( نسبت قیمت هیچ مشکل نیست ) قابلیت انتقال دیتا داره سرعت خوب قابلیت سریع داره اما توربو نه اگه کله شارژر گوشیتون بالای 20 وات هست نمیتونه مث فابریکش کنه درکل خوبی هست ولی ن ب عنوان اصلی برا داخل دفتر انتقال دیتا ک هی شارژر خودمو قیمت واقعا مناسب داره ارزش خرید بالا,"جنسش ضعیفه(نسبت به قیمتش هیچ مشکلی نیست)   قابلیت انتقال دیتا رو داره با سرعت خوب     برای شارژ هم قابلیت شارژ سریع داره اما توربو شارژ نه   اگه کله شارژر  گوشیتون بالای ۲۰ وات هست نمیتونه مث فابریکش شارژ کنه     درکل کابل خوبی هست ولی ن ب عنوان کابل اصلی   من برا داخل دفتر خریدم برای انتقال دیتا ک هی شارژر
 خودمو نبرم
قیمت واقعا مناسبی داره  و ارزش خرید بالا"
1,0,یک ماه مستقیم سطل آشغال رفت تصویر فابریک سامسونگ اما وقتی ارسال میشه سر usb رنگی برنامه Ampere مقدار جریان اندازه روز اول خوب‌بود حدود 1 امپر اما ماه 0.2 رسید سالم‌بود صحیح استفاده کردم‌بودم اما چون دفعه دومی‌بود مرجوعی همین محصول دست شاید اشتباه بنظرم محصول بیرون بهتره موبایل 200 فابریک جعبه سامسونگ پشت ویترین داره حداقل ظاهرشون ک ...,بعد از یک ماه مستقیم به سطل آشغال رفت، در تصویر کابل فابریک سامسونگ اما وقتی ارسال میشه یه کابل با سر usb رنگی، من با برنامه Ampere مقدار جریان اندازه گرفتم، روز اول خوب بود حدود 1 امپر می‌کشید، اما بعد یه ماه به 0.2 رسید، کابل سالم بود و من هم صحیح استفاده کردم بودم، اما چون دفعه دومی بود که مرجوعی میزدم و همین محصول به دستم می‌رسید گفتم شاید اشتباه کنم، بنظرم این محصول از بیرون بخرید بهتره، هر موبایل فروشی 200 تا کابل فابریک تو جعبه سامسونگ پشت ویترینش داره، حداقل ظاهرشون ک ...
5,1,خوب,خوب بود
4,1,شارژر اندروید خوبه راه افتادممنون,برای شارژر اندروید خوبه من کارم راه افتادممنون
2,0,آهسته مبکنه,آهسته شارژ مبکنه
1,0,اصل نیست جای موبایل خراب درست,"اصل که نیست 
جای شارژ موبایلم داشت خراب میشد درست شارژ نمی کرد"
5,1,خیلی خوبه اینکه اصل نیست امیدوار همینجوری خوب بمونه تایپ سی خیلی خوبه,خیلی خوبه با اینکه اصل نیست امیدوارم همینجوری خوب بمونه برای تایپ سی خیلی خوبه
1,0,همه کلا 70 سانتی میفرستن دروغ 1.2 متری نوشتن,برای همه کلا ۷۰ سانتی میفرستن و به دروغ ۱.۲ متری نوشتن
4,1,خوبه وایه شارژر معمولی استفاده جواب داد,خوبه وایه یه شارژر معمولی استفاده کردم جواب داد
2,0,خییییییلی دیر میکنه,خییییییلی دیر شارژ میکنه
1,0,کیفیت خوبی ولی چیز سفارش ارسال جای type C type B ارسال روز کمتر دستگاهی پیدا میشه type B استفاده کنه,کیفیت خوبی داشت ولی چیزی که سفارش دادم ارسال نشده بود به جای type C برای من type B ارسال شده بود  که این روز ها کمتر دستگاهی پیدا میشه که از type B استفاده کنه
5,1,قیمت باورکردنی نبود برام جنس خوبه اینکه اوکیه اینکه قابلیت انتقال دیتا داره ..,با این قیمت باورکردنی نبود برام،هم جنسش خوبه هم اینکه فست شارژش اوکیه هم اینکه قابلیت انتقال دیتا داره..
5,1,کیفیت متوسط قابل قبولی نسبت قیمت,کیفیت متوسط و قابل قبولی نسبت به قیمتش دارد
5,1,عالی احساس راحتی زندگی دست قبلی دیوانه ربعه کرد گوشیمو فول,عالی.احساس راحتی میکنم در زندگی.از دست کابل قبلیم دیوانه شدم.یه ربعه شارژ کرد گوشیمو فول
4,1,اوکی‌بود راه,اوکی بود کارم راه انداخت
5,1,سیم خوبیه باکیفیته,سیم خوبیه باکیفیته
5,1,خوب ولی عمر کوتاه,خوب ولی با عمر کوتاه
1,0,نمیخوره علتشم نمیدونم چیه مرجوع,به گوشی من نمیخوره علتشم نمیدونم چیه مرجوع کردم
5,1,هنوز استفاده ولی نسبت بقیه شارژرا واقعا بسته‌بندی مرتب داره روی همون میشه حداقل کارشون ارزش قائل شدن تیکه سیم خالی نفرستادن,هنوز ازش استفاده نکردم ولی نسبت به بقیه کابل شارژرا واقعا بسته بندی مرتبی داره که از روی همون میشه فهمید حداقل برای کارشون ارزش قائل شدن و یه تیکه سیم خالی نفرستادن
4,1,راضی‌بودم کارایی,راضی بودم کارایی داشت
1,0,بی‌کیفیت تر حالا,بی کیفیت ترین کابل شارژی که تا حالا خریدم
5,1,عالی,عالی
4,1,روی کاور دور نوشته ویتنام هست نکته مثبت هست روکش قبلی شارژرم کمی پاره همین را مثل قبلی خوب هست اوایل بد داخل سوکت پس چند بار استفاده نرم شد مجموع مناسب اس ضمن A22 هست شارژرش 15 وات شارژرهای توان بالاتر مناسب هست یا خیر,"روی کاور دورش نوشته ویتنامی هست که نکته مثبتی هست. روکش کابل قبلی شارژرم کمی پاره شده بود برای همین این را خریدم که مثل قبلی شارژ می‌کند و خوب هست. اوایل بد داخل سوکت گوشی می‌رفت که پس از چند بار استفاده نرم‌تر شد. در مجموع کابل شارژ مناسبی است.
در ضمن گوشی من A22 هست و شارژرش هم ۱۵ واتی. نمی‌دانم برای شارژرهای با توان بالاتر هم مناسب هست یا خیر."
1,0,آشغال تمام معنا روی هیچ مدل اندروید کار تیکه سیم خاص,آشغال به تمام معنا. روی هیچ مدل گوشی اندروید کار نکرد. یه تیکه سیم بی خاصیت
4,1,بااین قیمت خیلی خوبه ولی اینکه دوست نوشته هست اصلا اینطوری نیست سریع نمیکنه اما خب نسبت بازار قیمت مناسبه یکی دیگه سفارش میدم روز مبادا,بااین قیمت خیلی خوبه ولی اینکه دوستان نوشته فست هستش اصلا اینطوری نیست و سریع شارژ نمیکنه اما خب نسبت به بازار قیمتش مناسبه من که یکی دیگه سفارش میدم برای روز مبادا😅
1,0,یک دیگری فرستاده,یک کابل بدرد نخور دیگری فرستاده
5,1,اصل نیست ولی سرعت خوبه وقتی کار یا سبک کار ... وقتی فیلتر بلوتوث وصل باشه دیگه نمیکنه ...,اصل که نیست ولی سرعتش خوبه وقتی با گوشی کار نمیکنی یا سبک کار میکنی... وقتی یه فیلتر شکن و بلوتوث وصل باشه دیگه شارژ نمیکنه...
5,1,عالی,عالی
1,0,کلا خراب‌بود وشارژ نمیکد,کلا خراب بود وشارژ نمیکد
1,0,بی‌کیفیت بودن,بی کیفیت بودن
5,1,مفید,مفید
5,1,عالی رضایت‌بخش,عالی و رضایت بخش
5,1,کیفیت مناسب,فست شارژ داشت و کیفیت کابل مناسب بود
4,1,خیلی خوبیه عنوان انتقال داده بین لپ تاپ استفاده کار خیلی خوبیه اما نظر بعضی دوست گفتن آتی ... نمیدونم آیا چنین هست یا خیر باز میگ انتقال داده حرف نداره,"کابل خیلی خوبیه، من به عنوان انتقال داده بین گوشی و لپ تاپ استفاده میکنم، برای این کار کابل خیلی خوبیه اما از نظر بعضی دوستان که گفتن برای شارژ آتیش گرفت... من نمیدونم آیا چنین هست یا خیر
باز میگم برای انتقال داده حرف نداره."
5,1,سپاس,سپاس از شما
5,1,خوب,خوب بود
5,1,خوبه,خوبه بخرید
1,0,آشغاله اصلا,آشغاله اصلا نخرید
5,1,کیفیت عالی,کیفیت عالی
4,1,نسبت قیمت عالیه تبدیل micro usb type c قیمته اینو پشتیبانی Quick charge داره 3 ماهه روز جیب بیرون فعلا کاملا سالمه,نسبت به قیمت عالیه.من میخواستم یه تبدیل  micro usb به type c بگیرم دیدم با این هم قیمته،اینو خریدم.پشتیبانی از  Quick charge هم داره. من ۳ ماهه هر روز تو جیبم بیرون میبرم فعلا کاملا سالمه.
5,1,کاملا سالم‌بود اندازه شم اوکی‌بود دیگ ممنون,کاملا سالم بود و اندازه شم اوکی بود دیگ ، ممنون
1,0,اول اینکه طول 1.2 مت نیست ( یک متر هست ) دوم اینکه نه نیست بلکه شدت معمولی کمتر میکنه ( توی مدت 90 دقیقه فقط 15 درصد گوشیمو کرد ) اینکه انگار استفاده ( پر خط خش روش‌بود توی عکس ارسالی براتون ) نکته شارژر قابلیت داره اصلی علامت روی میاد,"اول اینکه طول کابل ۱.۲ مت نیست (یک متر هست)
دوم اینکه نه فست شارژ نیست، بلکه به شدت از کابل های معمولی کمتر شارژ میکنه (توی مدت ۹۰ دقیقه فقط ۱۵ درصد گوشیمو شارژ کرد)
و اینکه انگار استفاده شده بود ( پر از خط و خش روش بود که توی عکسهای ارسالی گذاشتم براتون)
این نکته رو‌ هم بگم که هم گوشیم و هم شارژر من قابلیت فست شارژ داره و با کابل اصلی علامت فست شارژ روی گوشی میاد"
4,1,سری A سامسونگ خوب,برای گوشی سری A سامسونگ خوب بود
5,1,تایپ سی خوبی هست نسبت قیمت خوبه,کابل تایپ سی خوبی هست و نسبت به قیمتش خوبه
1,0,برا micro - usb فرستادن مرجوع هفت دریا نگیرین,"برا من micro-usb فرستادن که مرجوع کردم
از هفت دریا نگیرین"
5,1,3تا دوتاش شارژ‌بود عالی ولی یکی خراب‌بود مرجوع دوتای دیگه همین زمان مرجوعیش تموم شد خراب شدن دست فروشگاه درد نکنه عجب کیفیت سیم,۳تا خریدم دوتاش فست شارژ بود و عالی ولی یکیش خراب بود مرجوع کردم اون دوتای دیگه هم همین که زمان مرجوعیش تموم شد خراب شدن  دست فروشگاه درد نکنه عجب کیفیتی داشت این سیم
4,1,خوبیه حد قیمت عالیه ظاهرا پشتیبانی داره نصفه نیمه,کابل خوبیه در حد قیمتش عالیه و از فست هم ظاهراً پشتیبانی داره نصفه و نیمه
5,1,توربو نمیشه ولی میشه,توربو نمیشه ولی فست شارژ میشه
5,1,هیچ آرزو بی‌دلیل نیست ... قیافش خوبه ... ولی سرعت ضعیفه ... پیشنهاد بیشتر هزینه,هیچ آرزویی بی دلیل نیست...قیافش خوبه...ولی سرعتش ضعیفه...من پیشنهاد میکنم بیشتر هزینه کنید
4,1,یکم ضعیف‌بود وقتی اومدم قسمت تایپ سی کاور پلاستیکی روش درومد دوباره فشار برگشت سر جاش نمیتونه سریع کنه ولی قیمت نمیشه توقع زیادی,"یکم ضعیف بود و وقتی اومدم از شارژ در بیارم قسمت تایپ سی کاور پلاستیکی روش درومد که دوباره فشار دادم برگشت سر جاش
نمیتونه سریع شارژ کنه ولی با این قیمت نمیشه توقع زیادی داشت"
5,1,یعنی دمتون گرم دس خوش فک مبلغ جنس خوب بفرستین دمتون گرم همین 80 هزار تومن پولشه بازار کیفیت واقعا خوبه کیفیت واقعا عالیه مرسی تولید‌کننده مرسی فروشنده,یعنی دمتون گرم دس خوش فک نمیکردم با این مبلغ کابل جنس خوب بفرستین دمتون گرم همین کابل ۸۰ هزار تومن پولشه تو بازار کیفیتش واقعا خوبه با این کیفیت واقعا عالیه مرسی از تولید کننده مرسی از فروشنده
5,1,سلام احترام کیفیت نسبت قیمت قابل قبول هست قابلیت داره فقط طول کوتاه هست حدود یک متر صورتیکه فروشنده طول را 1.2 متر اعلام نموده حال خوبه ممنون,با سلام و احترام.کیفیتش نسبت به قیمت قابل قبول هست و قابلیت فست شارژ هم داره. فقط طولش کوتاه هست و حدود یک متر میباشد. در صورتیکه فروشنده طول را ۱.۲ متر اعلام نموده. به هر حال خوبه و ممنونم.
5,1,رنگ سفیدشو بعداز چندبار کردن دیگه نمی‌کنه بنظرم بیشتر هزینه خوب نه اینو,من رنگ سفیدشو گرفتم بعداز چندبار شارژ کردن دیگه شارژ نمی‌کنه. بنظرم بیشتر هزینه کنید و یه کابل خوب بگیرید نه اینو.
5,1,خوب‌بود شارژر خریدمش چون قبلی پاره خطرناک‌بود خداروشکر جواب داد گوشیمو میتونه کنه عالی شد خودم محافظ وصل ممنون,"خوب بود من برای شارژر گوشیم خریدمش چون قبلی پاره شده بود خطرناک بود 
و خداروشکر جواب داد و گوشیمو میتونه شارژ کنه عالی شد 
خودم بهش محافظ کابل وصل کردم
 ممنونم"
5,1,ضعیف,ضعیف
4,1,بد نیست کار راه اندازه برا توی ماشین قیمت انتظار زیادی نداشته باشید,"بد نیست کار راه اندازه
برا توی ماشین گرفتم
با این قیمت انتظار زیادی، ازش نداشته باشید"
0,0,سلام تازه دست رسیده بعضی کاربرا نوشته بودن سریع داره همین خاطر ولی اصلا دروغ میگن خیلی بی‌انصافیه بعضی بد راهنمایی می‌کنن,سلام تازه به دستم رسیده بعضی از کاربرا نوشته بودن که شارژ سریع داره که من هم به همین خاطر خریدم ولی اصلا دروغ میگن خیلی بی انصافیه که بعضی ها بد راهنمایی می کنن
5,1,کیفیت خوب‌بود خریدشو توصیه,کیفیتش خوب بود .خریدشو توصیه میکنم.
5,1,مثل فابریک گوشیم‌بود ( A7 - 2017 ) فقط تفاوت روش نوشته ساخت چین اما فابریک روش نوشته ساخت ویتنام اینکه برا کار میکنه امیدوار دوامشم خوب باشه,"مثل کابل فابریک گوشیم بود(A7-2017)فقط با این تفاوت که این کابل روش نوشته ساخت چین اما فابریک گوشی روش نوشته ساخت ویتنام
و اینکه برا من فست شارژش هم کار میکنه
امیدوارم دوامشم خوب باشه"
4,1,خوبه باقیمت خوب,خوبه باقیمت خوب
2,0,80سانتیمتر طول داره نه 1متر 20سانتیمتر ! کمی جنس خشکی داره !.,۸۰سانتیمتر طول داره نه ۱متر و ۲۰سانتیمتر! کمی جنس خشکی هم داره!.
5,1,واقعا عالیه بازار فیک میفروشن 150 بیشتر زودی خراب میشه ولی متشکر قیمت خوب وهم جنس خوب را پیشنهاد پیشنهاد عالی,واقعا عالیه در بازار فیک میفروشن ۱۵۰ بیشتر زودی هم خراب میشه ولی از دیجی کالا متشکرم که هم با قیمت خوب وهم با جنس خوب این را به ما پیشنهاد میکند و من هم به شما پیشنهاد میکنم عالیی
5,1,هو آوی میکرو فوق العاده عالی‌بود 9 تومن مدل 2 یکی دیجیتال پلاس خوبه بد نیست یکی دیتا کار,"من کابل هو آوی میکرو گرفتم فوق العاده عالی بود ۹ تومن
از این مدل ۲ تا گرفتم یکی از دیجیتال پلاس که خوبه بد نیست
و یکی از ما دیتا که کار نکرد"
5,1,همه ی اجناس عالی بودش بین ممنون انقدر مشتریاش احترام میزاره بسته‌بندی عالی سریع دستشون میرسونه,همه ی اجناس عالی بودش بینهایت ممنون از دیجی کالا که انقدر به مشتریاش احترام میزاره و کالا ها رو با بسته بندی عالی و سریع به دستشون میرسونه .🌹🌹🙏👏👏👏
5,1,خوبی قیمت هست ارزان کیفیته Fast Charge میکنه سرعت انتقال خوبه,"کابل شارژ خوبی با این قیمت هست
ارزان و با کیفیته و Fast Charge گوشی رو شارژ میکنه
سرعت انتقالش هم خوبه"
5,1,باید گفت شارژه اما فقط چندروز کار میکنه مدت دیگه باید چندبار سوکتو دربیاری جا جا کنی کار کنه ... برند معتبر تهیه گول ارزونی خود,باید گفت فست شارژه اما فقط چندروز کار میکنه بعد از مدتی دیگه باید چندبار سوکتو دربیاری جا به جا کنی کار کنه... از برند های معتبر تهیه کنید و گول ارزونی رو نخورید.خود دانید
5,1,خوش اومد چون چند وقت هنوز استفاده آخ نگفته .. امپردهی عالی .. دیتا هست ممنون دنیا,"خوشم اومد از این چون بعد از چند وقت که گرفتم هنوز دارم استفاده میکنم و آخ نگفته..

فست شارژ و امپردهی عالی .. دیتا هم هست ممنونم از شما یه دنیا."
2,0,جهت انتقال اطلاعات لپتاپ ولی متوجه فقط مناسب طراحی‌شده‌است وقتی لپتاپ وصل فقط میکنه دیوایس شناسایی نمیکنه نحوه تشخیص دیتا صورته وقتی پایه سر usb نگاه دوپایه وسط انتقال دیتا هستند کوتاه دو پایه کناری ( مثبت منفی ) هستند ...,"من این کابل رو جهت انتقال اطلاعات از گوشی به لپتاپ گرفتم ولی متوجه شدم که این کابل فقط مناسب شارژ گوشی طراحی شده است. وقتی به لپتاپ وصل میکنی فقط گوشی رو شارژ میکنه و دیوایس رو شناسایی نمیکنه
نحوه تشخیص کابل دیتا با کابل شارژ هم به این صورته که وقتی به پایه های سر usb نگاه میکنی دوپایه وسط که برای انتقال دیتا هستند کوتاه‌تر از دو پایه کناری( مثبت و منفی) هستند..."
1,0,متاسفانه خوب نمیکنه,متاسفانه خوب شارژ نمیکنه
5,1,درحد قیمت خوبی بودش ولی اگر میخواد کسی بگیره نظر اصل شو بگیره,درحد قیمتش کابل خوبی بودش ولی اگر میخواد کسی بگیره به نظرم اصل شو بگیره
5,1,قیمت وکیفیتش عالیه چندماه s20پلاس باسری شارزر 2امپر استفاده حرف نداره,قیمت وکیفیتش عالیه چندماه برای s20پلاس باسری شارزر فست ۲امپر استفاده میکنم حرف نداره
5,1,عکس باجنس تحویل داده‌شده‌متفاوت اس کار خارج اخلاقیات اس,"عکس کالا باجنس تحویل داده شده متفاوت است
که کار خارج از اخلاقیات است"
5,1,خیلی سریع میکنه چون شارژه خیلی خوش اومد,خیلی سریع شارژ میکنه چون فست شارژه من که خیلی از خوشم اومد
4,1,مورد خرید سیم نطرات متفاوت اس بنطرم موبایل سرعت قابل قبول مناسب مگر استفاده دیگری مثل شارژه بانک عجله آن‌ها وجود نداشته باشد بعنوان رابط متفرقه .....,در مورد خرید سیم شارژ ها، نطرات متفاوت است، بنطرم برای شارژ موبایل سرعت قابل قبول و مناسبی ندارند مگر برای استفاده‌ دیگری مثل شارژه پاور بانکهایی که عجله ای برای شارژ آنها وجود نداشته باشد و بعنوان رابط های متفرقه .....
5,1,دورنگ داره سفید مشکی دو فروشنده عرضه ش میکنن : شمیران فون ( مشکی ) یسنا ( سفید ). مشکی واقعا هست اما سفید خیلی آروم میشه,"این کابل دورنگ داره سفید و مشکی و دو فروشنده عرضه ش میکنن : شمیران فون (مشکی) ، یسنا (سفید).
کابل مشکی واقعا فست شارژ هست اما با 
کابل سفید خیلی آروم شارژ میشه."
4,1,سوکت بل کاور استفاده سوکت فابریکش باید کاور شارژه سرعت مناسبه فقط یکم خشکه ولی کل نسبت قیمت میارزه,سوکت شارژش بلنده و با کاور ازش استفاده میکنم سوکت فابریکش باید کاور رو در بیارم فست شارژه و سرعت شارژش هم مناسبه فقط یکم کابلش خشکه ولی در کل نسبت به قیمتش میارزه
5,1,خیلی خوب‌بود نظر کیفیت عالی,خیلی خوب بود از نظر کیفیت عالی بود
5,1,ببینین خیلی خوب‌بود قیمت هیچ نمیفروشن ولی تازگیا یا خوب نگهداری یا خودش خراب‌بود سر اومده خلاصه قیمت هیچ جا نمیتونی پیدا کنی,"ببینین خیلی خوب بود و به این قیمت هیچ نمیفروشن
ولی تازگیا یا من خوب نگهداری نکردم یا خودش خراب بود سرش در اومده خلاصه به این قیمت هیچ جا نمیتونی پیدا کنی"
5,1,کیفیت خیلی خوبه شارژر فندک ماشین,کیفیتش خیلی خوبه. من برای شارژر فندکی ماشین گرفتم
5,1,عالی خوب‌بود راضی‌کننده عالی خوب‌بود راضی کننده,عالی خوب بود راضی کننده عالی خوب بود راضی کننده
4,1,خوبیه اول فکر فیکه ولی خوب قیمتشم نسبت ب بیرون بهتره,کابل خوبیه اول فکر کردم فیکه ولی خوب شارژ میکرد قیمتشم نسبت ب بیرون بهتره
5,1,خیلی خوبه شارژ‌بود باور نمی‌شه قیمت خیلی عالیه پیشنهاد بهتون,خیلی خوبه فست شارژ بود باورم نمی شه که با این قیمت گرفتم خیلی عالیه پیشنهادش میکنم بهتون
4,1,سلام تشکر بار کالایی سفارش ... سر وقت دست رسیده,"سلام با تشکر از دیجی کالا
هر بار که کالایی رو سفارش دادیم...سر وقت به دست ما رسیده"
4,1,خوبی یک دونه سفید ی سیاه سفارش جنس سفید رنگ ی کم بهتر‌بود چون قطر سیم بیشتره .. دیتا منتقل میکنه بیست وات عالی جواب میده .. د مجموع خوبه,کابل های خوبی ان من یک دونه سفید و ی سیاه سفارش دادم.جنس کابل سفید رنگ‌ ی کم بهتر بود.چون قطر سیم بیشتره..دیتا رو منتقل میکنه و تا بیست وات هم عالی جواب میده..د مجموع خوبه
5,1,شارژر خوبی هست فعلا استفاده +,کابل شارژر خوبی هست فعلا که دارم استفاده میکنم+
4,1,بد نبود اما خیلی کیفیت نداره,بد نبود، اما خیلی کیفیت نداره
5,1,رابط بین لب رابط سیم شارژرهای دیگه اطلاعات لب تاب بالا نمیامد ولی سیم رابط اومد خیلی خوشحال,"من برای رابط بین گوشی و لب تابم گرفتم
با رابط و سیم شارژرهای دیگه گوشیم اطلاعاتش تو لب تاب بالا نمیامد ولی با این سیم رابط اومد
خیلی خوشحال شدم😍"
5,1,بسته قیمت خیلی خوب کیفیته,بسته به قیمتش خیلی خوب و با کیفیته
